,Name,Nicknames
21120,Thora,"Tone,Tonje,Tora,Torbjørg,Tordis,Torhild,Toril,Torild,Torill,Turid"
21121,Þórarinn,
21122,Thorben,Torben
21123,Þórbjǫrg,Þóra
21124,Þorbjörg,Þóra
21125,Þórbjǫrn,Bjarni
21126,Þorbjörn,Bjarni
21127,Thorbjörn,
21128,Thorbjørn,
21129,Thorborg,
21130,Thorburn,
21131,Þórdís,Þóra
21132,Thore,"Tore,Ture"
21133,Þórfastr,Tófi
21134,Þórfinnr,
21135,Þórfreðr,Tófi
21136,Þórfríðr,"Þóra,Tófa"
21137,Þórgeirr,
21138,Þórgísl,
21139,Þórgnýr,
21140,Þórhildr,Þóra
21141,Þórhildur,Þóra
21142,Þórir,
21143,Þórketill,Tóki
21144,Þórleifr,
21145,Þórleikr,
21146,Thorley,
21147,Þórmóðr,
21148,Thornton,
21149,Þórný,"Þone,Þóra"
21150,Þórr,Thor
21151,Thorstein,
21152,Þórsteinn,
21153,Þorsteinn,
21154,Thorsten,
21155,Þórunn,
21156,Thorvald,
21157,Þórvaldr,
21158,Þórveig,Þýri
21159,Þórví,Þýri
21160,Thoth,Djehuti
21161,Thoukydides,Thucydides
21162,Thracius,
21163,Þróndr,
21164,Thrud,Þrúðr
21165,Þrúðr,Thrud
21166,Þrúður,
21167,Þrymr,Trym
21168,Thu,
21169,Thuần,
21170,Thucydides,Thoukydides
21171,Thulani,
21172,Thulile,
21173,Þunor,
21174,Thurayya,"Suraya,Surayya"
21175,Thurstan,
21176,Thusitha,
21177,Thutmose,"Djehutimesu,Djehutimose,Touthmosis"
21178,Thùy,
21179,Thyge,
21180,Thyra,
21181,Þýri,"Þórveig,Þórví"
21182,Thyrza,Thirza
21183,Tia,
21184,Tiago,"Diogo,Santiago,Thiago"
21185,Tiamat,
21186,Tian,Tijan
21187,Tiana,"Christiana,Christina,Kristina,Krystina,Tatiana,Tatianna,Tatyanna,Tianna"
21188,Tianna,"Christiana,Christina,Kristina,Krystina,Tatiana,Tatianna,Tatyanna,Tiana"
21189,Tiara,
21190,Tiare,
21191,Tiarnach,Tierney
21192,Tiarnán,Tiernan
21193,Tibby,"Tabatha,Tabby,Tabitha"
21194,Tiberiu,
21195,Tiberius,
21196,Tibor,
21197,Tiborc,Tibor
21198,Tibúrcio,
21199,Tiburcio,
21200,Tiburtius,
21201,Tichaona,
21202,Tidir,
21203,Tiede,Diederik
21204,Tiedemann,
21205,Tielo,
21206,Tiên,
21207,Tiernan,Tiarnán
21208,Tierney,
21209,Tierra,
21210,Ties,"Dick,Diede,Diederik,Dirk,Mathijs,Matthias,Matthijs,Thijs,Tijmen"
21211,Tifawt,
21212,Tiffani,Tiffany
21213,Tiffany,Tiffani
21214,Tiffiny,"Tiffani,Tiffany"
21215,Tiger,
21216,Tigernach,Tigernán
21217,Tigernán,Tigernach
21218,Tighe,"Tadhg,Teague"
21219,Tighearnach,
21220,Tighearnán,Tighearnach
21221,Tiglath-Pileser,Tukulti-Apil-Esharra
21222,Tihana,Tijana
21223,Tihomir,
21224,Tihomira,
21225,Tiia,Tiiu
21226,Tiidrik,Tiit
21227,Tiina,"Iina,Kirsi,Kirsti,Krista,Kristel,Kristi,Kristiina,Kristina,Stiina"
21228,Tiit,Tiidrik
21229,Tiitus,
21230,Tiiu,Tiia
21231,Tijan,Tian
21232,Tijana,Tihana
21233,Tijmen,Diederik
21234,Tijn,"Maarten,Marten,Martijn"
21235,Tijs,"Mathijs,Matthias"
21236,Tikhomir,
21237,Tikhon,
21238,Tikva,
21239,Til,"Machteld,Mathilde,Mechteld"
21240,Tilda,"Mathilda,Matilda,Mattie,Maud,Maude,Maudie,Tilde,Tillie,Tilly"
21241,Tilde,"Mathilda,Mathilde,Matilda,Tilda"
21242,Tilen,
21243,Till,"Diederich,Dietrich,Thilo,Tilo"
21244,Tillie,"Mathilda,Matilda,Mattie,Maud,Maude,Maudie,Tilda,Tilly"
21245,Tillo,"Diederich,Dietrich,Thilo,Till,Tilo"
21246,Tilly,"Mathilda,Matilda,Mattie,Maud,Maude,Maudie,Tilda,Tillie"
21247,Tilo,"Diederich,Dietrich,Thilo,Till"
21248,Tim,"Dietmar,Timmy,Timotej,Timothy"
21249,Timaeus,"Timaios,Timon"
21250,Timaios,"Timaeus,Timon"
21251,Tímea,
21252,Timée,
21253,Timéo,
21254,Timeo,
21255,Timeus,
21256,Timmy,"Tim,Timothy"
21257,Timo,"Dietmar,Thiemo"
21258,Timofei,Timofey
21259,Timofey,Timofei
21260,Timon,"Timaeus,Timaios"
21261,Timotei,
21262,Timotej,Tim
21263,Timoteo,
21264,Timoteus,Timotheos
21265,Timotha,
21266,Timothé,
21267,Timothea,
21268,Timothée,
21269,Timothei,
21270,Timotheos,Timoteus
21271,Timotheus,"Tim,Timo"
21272,Timothy,"Tim,Timmy"
21273,Timoti,
21274,Timour,Timur
21275,Timuçin,
21276,Timur,"Demir,Temir,Temur,Timour"
21277,Tin,"Martin,Valent,Valentin"
21278,Tina,"Alberta,Albertina,Catharina,Cato,Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christie,Christina,Christine,Christy,Clementina,Cristiana,Cristina,Hristina,Ina,Inja,Kata,Katarina,Kate,Katica,Katinka,Katrien,Katrijn,Kiki,Klementina,Klimentina,Kris,Krista,Kristel,Kristi,Kristie,Kristina,Kristy,Krystina,Maartje,Martie,Martina,Martine,Rina,Rini,Riny,Stien,Tinatin,Tineke,Tinkara,Valentina"
21279,Tinashe,
21280,Tinatin,Tina
21281,Tinatini,
21282,Tindra,
21283,Tine,"Christina,Christine,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kristin,Kristina,Kristine,Martin,Stine,Tinek,Valentin"
21284,Tinek,"Martin,Tine,Valentin"
21285,Tineke,"Catharina,Cato,Chris,Christel,Christina,Christine,Ina,Katinka,Katrien,Katrijn,Kristel,Maartje,Martina,Martine,Rina,Rini,Riny,Stien,Tina,Trijntje"
21286,Tinkara,"Ina,Inja,Klementina,Kristina,Martina,Tina,Valentina"
21287,Tino,"Martino,Valentino"
21288,Tintin,
21289,Tinuviel,
21290,Tionge,
21291,Tipene,
21292,Tiphaine,
21293,Tiphanie,
21294,Tiras,
21295,Tiriaq,
21296,Tiril,
21297,Tirta,Tirto
21298,Tirto,Tirta
21299,Tirtza,
21300,Tirtzah,
21301,Tirzah,
21302,Tisha,"Latisha,Letitia,Lettice,Titty"
21303,Tisiphone,
21304,Tit,
21305,Titania,
21306,Titas,
21307,Titiana,
21308,Titianus,
21309,Titilayo,
21310,Tito,
21311,Titos,
21312,Titrit,
21313,Titty,"Letitia,Lettice,Tisha"
21314,Titu,
21315,Titus,
21316,Tivadar,Tódor
21317,Tivoli,
21318,Tiw,
21319,Tiyamike,
21320,Tiziana,
21321,Tiziano,
21322,Tjaard,"Dieuwe,Dieuwert,Tjeerd"
21323,Tjaart,
21324,Tjaša,Tatjana
21325,Tjaž,"Matic,Matija,Matjaž"
21326,Tjeerd,"Dieuwe,Dieuwert,Tjaard"
21327,Tlalli,
21328,Tlaloc,
21329,Toal,
21330,Tobia,
21331,Tobiah,
21332,Tobiáš,
21333,Tobias,
21334,Tobiasz,
21335,Tobin,
21336,Tobit,
21337,Tobith,
21338,Toby,
21339,Tod,
21340,Todd,
21341,Tódor,Tivadar
21342,Todor,"Teodor,Toše,Toshe"
21343,Todorka,"Dora,Teodora"
21344,Tófa,"Þóra,Þórfríðr"
21345,Tófi,"Þórfastr,Þórfreðr"
21346,Tögöldör,
21347,Toiba,
21348,Toinette,Antoinette
21349,Toini,
21350,Toirdhealbhach,Turlough
21351,Toiréasa,
21352,Toivo,
21353,Tóki,Þórketill
21354,Tola,"Antonina,Otylia,Tosia"
21355,Tolga,
21356,Tollak,
21357,Tolly,"Bart,Bartholomew"
21358,Tom,"Maas,Tam,Thom,Thomas,Tomas,Tommie,Tommy"
21359,Toma,"Tamara,Tomica,Tomo"
21360,Tómas,
21361,Tòmas,"Tàmhas,Tavish"
21362,Tomás,Tomé
21363,Tomáš,
21364,Tomàs,
21365,Tomas,"Thomas,Tom"
21366,Tomasa,
21367,Tomaso,
21368,Tomass,Toms
21369,Tomasz,Tomek
21370,Tomaž,
21371,Tomé,Tomás
21372,Tomek,Tomasz
21373,Tomer,
21374,Tomi,"Tamás,Tommi,Tomos,Tuomas,Tuomo,Twm"
21375,Tomica,"Toma,Tomislav,Tomo"
21376,Tomiko,
21377,Tomila,
21378,Tomine,
21379,Tomislav,"Tomica,Tomo"
21380,Tomislava,
21381,Tommaso,
21382,Tommi,"Tomi,Tuomas,Tuomo"
21383,Tommie,"Tamsin,Tamsyn,Thom,Thomas,Thomasina,Tom,Tommy"
21384,Tommy,"Thom,Thomas,Tom,Tommie"
21385,Tomo,"Toma,Tomica,Tomislav"
21386,Tomoko,
21387,Tomomi,Satomi
21388,Tömörbaatar,
21389,Tomos,"Tomi,Twm"
21390,Toms,Tomass
21391,Ton,"Anton,Antoon"
21392,Tonalli,
21393,Tonći,"Ante,Anto,Anton,Antonijo,Antun,Tonči,Toni"
21394,Tonči,"Ante,Anto,Anton,Antonijo,Antun,Tonći,Toni"
21395,Tondra,
21396,Tone,"Anton,Tonje"
21397,Tóni,Antal
21398,Toni,"Andon,Ante,Anto,Anton,Antonia,Antonijo,António,Antônio,Antonio,Antoniy,Anttoni,Antun,Doncho,Nia,Tawnya,Tonći,Tonči,Tonia,Toninho,Toño,Tonya"
21399,Tonia,"Antonia,Nia,Tawnya,Toni,Tonya"
21400,Tonina,"Antonella,Antonia,Antonietta,Nella"
21401,Toninho,"António,Antônio,Toni"
21402,Tonino,"Antonello,Antonio,Nello,Tonio"
21403,Tonio,"Antonello,Antonio,Nello,Tonino"
21404,Tõnis,"Anton,Tõnu"
21405,Tonje,Tone
21406,Tonka,"Antica,Antonija"
21407,Toño,"Antonio,Toni"
21408,Tõnu,"Anton,Tõnis"
21409,Tony,"Anthony,Antony"
21410,Tonya,"Antonia,Antonina,Nia,Nina,Ninochka,Tawnya,Toni,Tonia"
21411,Toomas,
21412,Toon,"Anton,Antoon"
21413,Tooru,Tōru
21414,Topaz,
21415,Topher,"Chip,Chris,Christie,Christopher,Christy,Kit,Kris,Kristopher"
21416,Topi,Topias
21417,Topias,Topi
21418,Topsy,
21419,Topʉsana,
21420,Tor,Thor
21421,Tora,"Thora,Tone,Tonje,Torbjørg,Tordis,Torhild,Toril,Torild,Torill,Turid"
21422,Torben,"Bjarne,Thorben"
21423,Torbjørg,"Thora,Tora"
21424,Torbjörn,Bjarne
21425,Torbjørn,Bjarne
21426,Torborg,Tora
21427,Torcall,"Torcuil,Torcull,Torquil"
21428,Torcuil,"Torcall,Torcull,Torquil"
21429,Torcull,"Torcall,Torcuil,Torquil"
21430,Tordis,"Thora,Tora"
21431,Tore,"Salvatore,Thore,Ture"
21432,Torfinn,
21433,Torgeir,"Terje,Torger"
21434,Torger,"Terje,Torgeir"
21435,Torgils,Truls
21436,Torgny,
21437,Torhild,"Thora,Tora,Toril,Torild,Torill"
21438,Tori,"Toria,Tory,Vic,Vicki,Vickie,Vicky,Victoria,Vikki"
21439,Toria,"Tori,Tory,Vic,Vicki,Vickie,Vicky,Victoria,Vikki"
21440,Toribio,
21441,Toril,"Torhild,Torild,Torill"
21442,Torild,"Thora,Tora,Torhild,Toril,Torill"
21443,Torill,"Torhild,Toril,Torild"
21444,Torin,
21445,Torkel,
21446,Torleif,
21447,Tormod,
21448,Tornike,
21449,Torny,"Thora,Tone,Tonje,Tora"
21450,Torø,"Tone,Tonje,Torbjørg,Tordis,Torhild,Toril,Torild,Torill,Turid"
21451,Toros,
21452,Torquil,"Torcall,Torcuil,Torcull"
21453,Torstein,
21454,Torsten,
21455,Torsti,
21456,Tōru,Tooru
21457,Torunn,
21458,Torvald,
21459,Tory,"Tori,Toria,Vic,Vicki,Vickie,Vicky,Victoria,Vikki"
21460,Tosahwi,
21461,Toše,"Teodor,Todor,Toshe"
21462,Toshe,"Teodor,Todor,Toše"
21463,Toshiaki,
21464,Toshiko,
21465,Tosia,"Antonina,Tola"
21466,Tottie,"Charla,Charlee,Charleigh,Charley,Charli,Charlie,Charlotte,Lottie,Totty"
21467,Totty,"Charla,Charlee,Charleigh,Charley,Charli,Charlie,Charlotte,Lottie,Tottie"
21468,Toufik,Tawfiq
21469,Toussaint,
21470,Toutatis,
21471,Touthmosis,"Djehutimesu,Djehutimose,Thutmose"
21472,Toutorīxs,
21473,Tova,"Tovah,Tove,Tuva"
21474,Tovah,Tova
21475,Tove,"Tova,Turid,Tuva"
21476,Tovi,
21477,Tovia,Tuvya
21478,Toviyyah,
21479,Toya,
21480,Toygar,
21481,Trace,"Tracey,Tracy"
21482,Tracee,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Tracey,Traci,Tracie,Tracy"
21483,Tracey,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Trace,Tracee,Traci,Tracie,Tracy"
21484,Traci,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Tracie,Tracy"
21485,Tracie,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Traci,Tracy"
21486,Tracy,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Trace,Tracee,Tracey,Traci,Tracie"
21487,Trafford,
21488,Trahaearn,Trahern
21489,Trahern,Trahaearn
21490,Trai,
21491,Traian,
21492,Traianus,
21493,Trajan,Trajko
21494,Trajanka,
21495,Trajko,Trajan
21496,Trang,
21497,Tranter,
21498,Traudl,"Gertraud,Gertrud,Waltraud,Waltraut"
21499,Traugott,
21500,Travers,
21501,Travis,
21502,Trayan,
21503,Treasa,
21504,Treasach,
21505,Treasure,
21506,Trecia,"Pat,Patrice,Patricia,Patsy,Patti,Pattie,Patty,Tricia,Trish,Trisha"
21507,Trees,"Tess,Tessa,Thera,Theresia"
21508,Trefor,"Trev,Trevor"
21509,Trena,Trendafilka
21510,Trendafilka,Trena
21511,Trent,
21512,Trenton,
21513,Tresha,"Pat,Patrice,Patricia,Patsy,Patti,Pattie,Patty,Tricia,Trish,Trisha"
21514,Tressach,
21515,Trev,"Trefor,Trevor"
21516,Trevelyan,
21517,Trevon,
21518,Trevor,"Trefor,Trev"
21519,Trey,
21520,Tri,
21521,Trí,
21522,Tria,
21523,Triana,
21524,Tricia,"Pat,Patrice,Patricia,Patsy,Patti,Pattie,Patty,Trish,Trisha"
21525,Trifon,
21526,Triin,"Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triinu"
21527,Triinu,"Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin"
21528,Trijntje,"Catharina,Katrien,Katrijn"
21529,Trina,Katrina
21530,Trine,"Cathrine,Catrine,Kaja,Katarina,Kathrine,Katrine"
21531,Trinh,
21532,Trini,Trinidad
21533,Trinidad,Trini
21534,Trinity,
21535,Tríona,"Cáit,Caitríona,Catriona,Katriona,Ríona"
21536,Trish,"Pat,Patrice,Patricia,Patsy,Patti,Pattie,Patty,Tricia,Trisha"
21537,Trisha,"Pat,Patrice,Patricia,Patsy,Patti,Pattie,Patty,Tricia,Trish"
21538,Trishna,
21539,Trista,"Tristen,Tristin"
21540,Tristán,
21541,Tristan,"Tristen,Tristin,Triston,Tristram"
21542,Tristão,
21543,Tristen,"Trista,Tristan,Tristin,Triston,Tristram"
21544,Tristin,"Trista,Tristan,Tristen,Triston,Tristram"
21545,Triston,"Tristan,Tristen,Tristin,Tristram"
21546,Tristram,"Tristan,Tristen,Tristin,Triston"
21547,Trix,"Bea,Beatrix,Bee,Trixie"
21548,Trixie,"Bea,Beatrix,Bee,Trix"
21549,Troels,
21550,Trofim,
21551,Troilos,Troilus
21552,Troilus,Troilos
21553,Trokhym,
21554,Trond,
21555,Trophimos,
21556,Trophimus,
21557,Troy,
21558,Trúc,
21559,Trude,
21560,Trudi,"Gertie,Gertraud,Gertrud,Gertrude,Gesine,Trudie,Trudy"
21561,Trudie,"Geertruida,Gertie,Gertrude,Trudi,Trudy"
21562,Trudy,"Geertruida,Gertie,Gertrude,Trudi,Trudie"
21563,Trueman,
21564,Truls,
21565,Truman,
21566,Truus,"Geertje,Geertruida,Gertie,Gertrude"
21567,Tryfon,
21568,Tryggve,
21569,Tryggvi,
21570,Trygve,
21571,Trym,Þrymr
21572,Tryphaina,Tryphosa
21573,Tryphena,
21574,Tryphon,
21575,Tryphosa,Tryphaina
21576,Trystan,Drystan
21577,Tsagadai,
21578,Tsering,Tshering
21579,Tsetseg,
21580,Tsetsiliya,
21581,Tshepo,
21582,Tshering,Tsering
21583,Tsholofelo,
21584,Tsila,Tzila
21585,Tsimafei,
21586,Tsisana,"Tsisia,Tsiuri"
21587,Tsisia,"Tsisana,Tsiuri"
21588,Tsiuri,"Tsisana,Tsisia"
21589,Tsubaki,
21590,Tsubame,
21591,Tsubasa,
21592,Tsukiko,
21593,Tsukuyomi,
21594,Tsveta,"Tsvetana,Tsvetanka"
21595,Tsvetan,Tsvetko
21596,Tsvetana,"Tsveta,Tsvetanka"
21597,Tsvetanka,"Tsveta,Tsvetana"
21598,Tsvetko,Tsvetan
21599,Tswb,
21600,Tu,
21601,Tú,
21602,Tuân,
21603,Tuana,
21604,Túathal,
21605,Tuathflaith,
21606,Tuba,Tuğba
21607,Tucker,
21608,Tudful,Tydfil
21609,Tudor,"Teodor,Tudur"
21610,Tudur,Tudor
21611,Tudwal,
21612,Tue,
21613,Tufayl,
21614,Tugay,
21615,Tuğba,Tuba
21616,Tuğçe,
21617,Tuğrul,
21618,Tuija,
21619,Tuileflaith,
21620,Tukulti-Apil-Esharra,Tiglath-Pileser
21621,Tukulti-Ninurta,
21622,Tülay,
21623,Túlio,
21624,Tulio,
21625,Tullia,
21626,Tullio,
21627,Tullius,
21628,Tullus,
21629,Tully,
21630,Tumelo,
21631,Tunç,
21632,Tuncay,
21633,Tünde,
21634,Tündér,
21635,Tuomas,"Tomi,Tommi,Tuomo"
21636,Tuomo,"Tomi,Tommi,Tuomas"
21637,Tuor,
21638,Tupaarnaq,
21639,Tural,
21640,Ture,"Thore,Tore"
21641,Turgay,
21642,Turibius,
21643,Turid,"Thora,Tora,Tove,Tuva"
21644,Turin,
21645,Turlough,
21646,Turnus,
21647,Tushar,
21648,Tutankhamon,
21649,Tutgual,
21650,Tutku,
21651,Tuukka,Tuure
21652,Tuula,Tuuli
21653,Tuule,
21654,Tuuli,Tuula
21655,Tuulikki,
21656,Tuur,Arthur
21657,Tuure,Tuukka
21658,Tuva,"Tova,Tove,Turid"
21659,Tuvya,Tovia
21660,Tuyến,
21661,Tuyết,
21662,Tvrtko,
21663,Twila,Twyla
21664,Twm,"Tomi,Tomos"
21665,Twyla,Twila
21666,Txomin,
21667,Ty,"Tyler,Tylor,Tyron,Tyrone,Tyson"
21668,Tybalt,
21669,Tyberiy,
21670,Tyche,
21671,Tycho,
21672,Tychon,
21673,Tydfil,
21674,Tye,
21675,Tyge,
21676,Tygo,
21677,Tyko,
21678,Tyla,
21679,Tylar,"Ty,Tyler,Tylor"
21680,Tyler,"Ty,Tylor"
21681,Tylor,"Ty,Tyler"
21682,Tymofiy,
21683,Tymon,
21684,Tymoteusz,
21685,Tyoma,"Artem,Artyom"
21686,Tyquan,
21687,Týr,Tyr
21688,Tyr,Týr
21689,Tyra,
21690,Tyree,
21691,Tyreek,"Tyrik,Tyriq,Tyrique"
21692,Tyrell,
21693,Tyrese,
21694,Tyrik,"Tyreek,Tyriq,Tyrique"
21695,Tyriq,"Tyreek,Tyrik,Tyrique"
21696,Tyrique,"Tyreek,Tyrik,Tyriq"
21697,Tyron,"Ty,Tyrone"
21698,Tyrone,"Ty,Tyron"
21699,Tyrrell,
21700,Tyshawn,
21701,Tyson,Ty
21702,Tytus,
21703,Tyyne,
21704,Tzafrir,
21705,Tzefanyah,
21706,Tzeitel,
21707,Tzidkiyahu,
21708,Tzila,Tsila
21709,Tzillah,
21710,Tzion,
21711,Tzipora,"Tziporah,Tzipporah,Zipporah"
21712,Tziporah,"Tzipora,Tzipporah,Zipporah"
21713,Tzipporah,"Tzipora,Tziporah,Zipporah"
21714,Tzivah,
21715,Tzivia,Tzivya
21716,Tzivya,Tzivia
21717,Tzivyah,
21718,Tzofiya,
21719,Tzufit,
21720,Tzuri'el,
21721,Tzvi,Zvi
21722,Tzvia,
21723,Uaithne,
21724,Ualan,
21725,Uberto,
21726,Ubirajara,Bira
21727,Ubon,
21728,Udane,
21729,Udi,Ehud
21730,Udo,
21731,Uduak,
21732,Uduakobong,
21733,Ueli,"Ulli,Ulrich,Utz"
21734,Uffe,Ulf
21735,Ufuk,
21736,Ufuoma,
21737,Ugène,
21738,Ugnė,
21739,Ugo,
21740,Uğur,
21741,Uhtric,
21742,Uiara,"Iara,Yara"
21743,Uʻilani,
21744,Uilleag,"Liam,Uilliam,Ulick"
21745,Uilleam,
21746,Uilliam,"Liam,Uilleag,Ulick"
21747,Uinseann,
21748,Ùisdean,
21749,Ujarak,
21750,U-Jin,Woo-Jin
21751,Ukaleq,
21752,Ukko,
21753,Ula,"Urška,Uršula,Urszula"
21754,Uladzimir,
21755,Ulderico,
21756,Ulf,Uffe
21757,Úlfr,
21758,Úlfur,
21759,Uliana,"Ulyana,Yuliana"
21760,Ulick,"Liam,Uilleag,Uilliam"
21761,Ulises,
21762,Ulisse,
21763,Ulisses,
21764,Ülkü,
21765,Ulla,"Hulda,Ulrika,Ulrikke,Ursel,Ursula,Uschi"
21766,Ülle,
21767,Ulli,"Ueli,Ulrich,Ulrike,Utz"
21768,Ulloriaq,
21769,Ülo,
21770,Ulric,
21771,Ulrica,
21772,Ulrich,"Odalric,Ueli,Ulli,Utz"
21773,Ulriikka,"Riika,Riikka,Ulla"
21774,Ulrik,
21775,Ulrika,Ulla
21776,Ulrike,Ulli
21777,Ulrikke,Ulla
21778,Ultán,
21779,Ülvi,
21780,Ulvi,
21781,Ulviye,
21782,Ülviyyə,
21783,Ulya,
21784,Ulyana,"Uliana,Yuliana"
21785,Ulyssa,
21786,Ulysse,
21787,Ulysses,
21788,Uma,
21789,Umar,Omar
21790,Umaru,"Oumar,Oumarou"
21791,Umberto,
21792,Ume,
21793,Umeko,
21794,Umid,
21795,Umida,
21796,Ümit,Umut
21797,Ümran,
21798,Umran,"Imram,Imran,Omran"
21799,Umukoro,
21800,Umut,Ümit
21801,Úna,"Oona,Oonagh"
21802,Ùna,
21803,Unai,
21804,Unathi,
21805,Undine,
21806,Uni,
21807,Unice,Eunice
21808,Unique,
21809,Unity,
21810,Unn,
21811,Unni,
21812,Unnr,
21813,Unnur,
21814,Uno,
21815,Uolevi,"Olavi,Olli"
21816,Upasana,
21817,Upton,
21818,Ural,
21819,Urania,Ourania
21820,Uranus,Ouranos
21821,Urbain,
21822,Urban,
21823,Urbana,
21824,Urbano,
21825,Urbanus,
21826,Urbgen,
21827,Urbonas,
21828,Urd,Urðr
21829,Urh,
21830,Urho,
21831,'Uri,
21832,Uri,
21833,Uria,
21834,Uriah,
21835,Urias,
21836,Uriasz,
21837,Uriel,
21838,Urien,
21839,Urijah,
21840,'Uriyah,
21841,'Uriy'el,
21842,Urmas,
21843,Urmazd,"Ahura Mazda,Hormizd,Hormoz"
21844,Uros,Uroš
21845,Uroš,Uros
21846,Urpi,
21847,Urs,
21848,Ursa,
21849,Ursel,"Ulla,Ursula,Uschi"
21850,Ursella,Ursula
21851,Ursinus,
21852,Urška,"Ula,Uršula"
21853,Úrsula,
21854,Uršula,"Ula,Urška"
21855,Ursula,"Ulla,Ursel,Uschi"
21856,Ursule,
21857,Ursus,
21858,Urszula,Ula
21859,Urtė,Dorotėja
21860,Urðr,Urd
21861,Urve,
21862,Urvi,
21863,Usagi,
21864,Usama,Osama
21865,Uschi,"Ulla,Ursel,Ursula"
21866,Usha,Ushas
21867,Ushas,Usha
21868,Usko,
21869,Usman,
21870,Usoa,
21871,Ustinya,
21872,Uta,Ute
21873,Utari,
21874,Ute,Uta
21875,Uther,Uthyr
21876,Uthman,Othman
21877,Uthyr,Uther
21878,Utku,
21879,Uttar,
21880,Uttara,
21881,Utu,
21882,Utz,"Ueli,Ulli,Ulrich"
21883,Uwe,
21884,Uxía,
21885,Uxío,
21886,Uxue,
21887,Uyanga,
21888,Uzi,Uzzi
21889,Uzma,
21890,Uzochi,
21891,Uzoma,
21892,Uzzi,Uzi
21893,Uzziah,
21894,Uzziel,
21895,'Uzziyyah,'Azazyahu
21896,Vaast,
21897,Václav,"Vašek,Věnceslav"
21898,Václava,"Vendula,Vendulka"
21899,Vadik,Vadim
21900,Vadim,Vadik
21901,Vadimir,
21902,Vahagn,
21903,Vahan,
21904,Vahid,
21905,Vahide,
21906,Vahit,
21907,Vaihere,
21908,Vaike,
21909,Vaimiti,
21910,Väinämöinen,
21911,Väinö,
21912,Vaishnavi,
21913,Vaitiare,
21914,Vaiva,
21915,Vakha,
21916,Vakhtang,
21917,Val,"Valarie,Valentine,Valerie,Valorie"
21918,Valarie,"Val,Valerie,Valorie"
21919,Valary,"Val,Valarie,Valerie,Valorie"
21920,Valda,
21921,Valdas,"Valdemaras,Visvaldas"
21922,Valdemar,"Valto,Waldemar"
21923,Valdemaras,Valdas
21924,Valdimárr,
21925,Valdís,
21926,Valdis,"Miervaldis,Visvaldis,Voldemārs"
21927,Vale,
21928,Valencia,
21929,Valens,
21930,Valent,"Tin,Valentin"
21931,Valente,
21932,Valentijn,
21933,Valentim,
21934,Valentín,
21935,Valentin,"Tin,Tine,Tinek,Valent,Vali,Valya"
21936,Valentína,
21937,Valentīna,
21938,Valentina,"Ina,Inja,Tina,Tinkara,Valya"
21939,Valentinas,
21940,Valentine,Val
21941,Valentinian,
21942,Valentinianus,
21943,Valentino,Tino
21944,Valentīns,
21945,Valentinus,
21946,Valentyn,
21947,Valentýna,
21948,Valentyna,
21949,Valère,
21950,Valeri,"Valeriy,Valery"
21951,Valéria,
21952,Valèria,
21953,Valeria,"Valerie,Valeska"
21954,Valérian,
21955,Valerian,
21956,Valeriana,
21957,Valériane,
21958,Valeriano,
21959,Valerianus,
21960,Valérie,Valerie
21961,Valerie,"Val,Valarie,Valeria,Valérie,Valeska,Valorie"
21962,Valērija,
21963,Valerija,
21964,Valērijs,
21965,Valério,
21966,Valerio,Valero
21967,Valeriu,Vali
21968,Valerius,
21969,Valeriy,"Valeri,Valery"
21970,Valeriya,"Lera,Valeryia"
21971,Valero,Valerio
21972,Valéry,
21973,Valery,"Valeri,Valeriy"
21974,Valeryia,Valeriya
21975,Valeska,"Valeria,Valerie"
21976,Vali,"Valentin,Valeriu"
21977,Valiantsina,
21978,Valko,
21979,Valkyrie,
21980,Valli,
21981,Valora,
21982,Valorie,"Val,Valarie,Valerie"
21983,Valpuri,Vappu
21984,Valquíria,
21985,Válter,
21986,Valter,Walter
21987,Valþjófr,
21988,Valto,Valdemar
21989,Valtteri,
21990,Valya,"Valentin,Valentina"
21991,Vân,
21992,Văn,
21993,Van,"Ivan,Vance"
21994,Vana,"Ivana,Jovana,Jovanka,Jovka"
21995,Vanadís,
21996,Vanamo,
21997,Vance,Van
21998,Vancho,"Ioan,Ivan,Ivo,Jovan,Vančo,Yoan"
21999,Vančo,"Ivan,Ivo,Jovan,Vancho"
22000,Vanda,
22001,Vanesa,Vanessa
22002,Vanessa,"Ness,Nessa,Vanesa"
22003,Vanessza,
22004,Vangel,
22005,Vangelija,Evangelija
22006,Vangelis,Evangelos
22007,Vanja,
